area_of_work,campaign_end_date,campaign_start_date,contract_type,country,country_code,description,employer_logo,employer_name,job_end_date,job_level,job_start_date,job_type,listing_type,location,number_of_positions,required_work_experience_months,responsibilities,responsibilities_raw,salary_info,salary_max_cents,salary_max_currency,salary_min_cents,salary_min_currency,styled_flow_url,title,url
"Engineering, architecture",2020-09-10,2020-08-13,Fixed term,Ghana,GH,"The Welder is to fabricate and assemble metal structures and equipment and to repair and maintain metal equipment and structures of various sizes. Knowledge and Experience•	High school diploma or equivalent qualification•	Certificate in welding from an accredited institution•	Knowledge of different kinds of metal and their properties•	Excellent knowledge of welding machinery, electrical equipment and manual tools•	Outstanding attention to detail•	Ability to read and interpret blueprints and designs•	Professional proficiency in English; both written and verbal. ",https://www.fuzu.com/assets/industries-icons/black-pngs/engineering_architecture.svg.png,CADG,,Mid-Level,,Full Time,internal,Ghana,1,36,"1.	Interpret blueprints and drawings and take/rea measurements to plan layout and procedures2.	Determine the appropriate welding equipment or method based on requirements3.	Set up components for welding according to specifications4.	Operate angle grinders to prepare the parts that must be welded5.	Align components using calipers, rulers and clamp pieces6.	Weld components using manual or semi-automatic welding equipment in various positions (vertical, horizontal or overhead)7.	Repair machinery and other components by welding pieces and filling gaps8.	Test and inspect welded surfaces and structure to discover flaws9.	Fabrication experience10.	Maintain records, inventories of equipment and related materials11.	Maintain equipment in a condition that does not compromise safety","<div><div style=""""><p>1.	Interpret blueprints and drawings and take/rea measurements to plan layout and procedures<br></p></div><div style=""""><p>2.	Determine the appropriate welding equipment or method based on requirements<br></p></div><div style=""""><p>3.	Set up components for welding according to specifications<br></p></div><div style=""""><p>4.	Operate angle grinders to prepare the parts that must be welded<br></p></div><div style=""""><p>5.	Align components using calipers, rulers and clamp pieces<br></p></div><div style=""""><p>6.	Weld components using manual or semi-automatic welding equipment in various positions (vertical, horizontal or overhead)<br></p></div><div style=""""><p>7.	Repair machinery and other components by welding pieces and filling gaps<br></p></div><div style=""""><p>8.	Test and inspect welded surfaces and structure to discover flaws<br></p></div><div style=""""><p>9.	Fabrication experience<br></p></div><div style=""""><p>10.	Maintain records, inventories of equipment and related materials<br></p></div><div style=""""><p>11.	Maintain equipment in a condition that does not compromise safety<br></p></div></div><p><br></p>",,0,kes,0,kes,http://www.fuzu.com/jobs/welder-cadg/cf,Welder,http://www.fuzu.com/jobs/welder-cadg
"Information technology, software development, data",2020-08-31,2020-08-13,Permanent,Kenya,KE,"We are looking for a React Native developer interested in building performant mobile apps on both the iOS and Android platforms. You will be responsible for architecting and building these applications, as well as coordinating with the teams responsible for other layers of the product infrastructure. Building a product is a highly collaborative effort, and as such, a strong team player with a commitment to perfection is required.SkillsFirm grasp of the JavaScript (and TypeScript or ClojureScript) language and its nuances, including ES6+ syntaxKnowledge of functional and object-oriented programmingAbility to write well-documented, clean Javascript codeRock-solid at working with third-party dependencies and debugging dependency conflictsFamiliarity with native build tools, like XCode, Gradle (Android Studio, IntelliJ)Understanding of REST APIs and offline storageExperiences with automated testing suites, like Jest or MochaKnowledge of modern authorization mechanisms, such as JSON Web TokenFamiliarity with code versioning tools such as Git A knack for benchmarking and optimization ",https://s3.amazonaws.com/fuzu.com-carrierwave/employers/2bd0b6b7-b7bc-4d73-8d3d-e4ad5609e096.png,WorkPay,,Mid-Level,2020-09-07,Full Time,internal,Nairobi,1,36,"Build pixel-perfect, smooth UIs across both mobile platforms.Leverage native APIs for deep integrations with both platforms.Diagnose and fix bugs and performance bottlenecks for performance that feels native.Reach out to the open-source community to encourage and help implement mission-critical software fixes.Maintain code and write automated tests to ensure the product is of the highest quality.Transition existing React web apps to React Native.","<div><ul style=""""><li style=""""><p style=""""><span style=""""><span style=""""><span style=""""><span style="""">Build pixel-perfect, smooth UIs across both mobile platforms.</span></span></span></span><br></p></li><li style=""""><p style=""""><span style=""""><span style=""""><span style=""""><span style="""">Leverage native APIs for deep integrations with both platforms.</span></span></span></span><br></p></li><li style=""""><p style=""""><span style=""""><span style=""""><span style=""""><span style="""">Diagnose and fix bugs and performance bottlenecks for performance that feels native.</span></span></span></span><br></p></li><li style=""""><p style=""""><span style=""""><span style=""""><span style=""""><span style="""">Reach out to the open-source community to encourage and help implement mission-critical software fixes.</span></span></span></span><br></p></li><li style=""""><p style=""""><span style=""""><span style=""""><span style=""""><span style="""">Maintain code and write automated tests to ensure the product is of the highest quality.</span></span></span></span><br></p></li><li style=""""><p style=""""><span style=""""><span style=""""><span style=""""><span style="""">Transition existing React web apps to React Native.</span></span></span></span><br></p></li></ul></div>",,0,kes,0,kes,http://www.fuzu.com/jobs/react-native-developer-workpay/cf,React Native Developer,http://www.fuzu.com/jobs/react-native-developer-workpay
"Business, strategic management",2020-09-10,2020-08-13,Permanent,Kenya,KE,"Our client is a property development company based in Nairobi. They seek to hire an efficient and competent property manager.The property manager position supports and assists in the management of commercial and residential real estate in accordance with the management agreements. The Property Manager is in involved in all aspects of day to day operations of the property including accounting, tenant relations, maintenance and repair, security, janitorial services, landscaping among other duties pertaining the job. The property manager handles tenant’s complaints on service requests and must be familiar with the terms of the tenant’s leases. The property manager assists in the preparation of the annual budget, reporting and financial performance of the property. Skills &amp; Qualifications:•	Bachelor’s degree in a business-related field/real estate•	Marketing and selling skills•	Customer relations and interrelation skills•	Organizational skills•	Ability to handle tenants.•	Computer literate•	At least Three (3) years of experience in the real estate industry.•	Basic financial skills•	Pro-active•	Good communicator•	Attention to detail•	Results oriented",https://www.fuzu.com/assets/industries-icons/black-pngs/real_estate.svg.png,Gap Recruitment,,Mid-Level,,Full Time,internal,Nairobi,1,36,•	To prepare monthly land lords financial report. •	To invoice all tenants in regard to their rent and bills. •	To receipt all payments made by the tenants. •	Timely collection of rent/service charge/bills •	Issue a report on all the vacant houses to sales and marketing department and maintenance as well. •	To issue distress notice to tenants with arrears and make a follow-up on payments. •	Issue letter of instructions to auctioneers for the recovery of debts •	Make regular visits to different sites for inspection. •	Ensure all tenants are satisfied with our services. •	Management of property staff. •	Marketing of the properties to ensure that all spaces are occupied. •	Ensure payment of service provider. •	Ensure properties are well maintained Key Performance Measures: •	Maintaining and preparing the landlords books of accounts on QuickBooks and updating payments daily. •	Responsible for preparing monthly land lords financial report by the 5th of every months. •	Invoicing all tenants in regard to their rent and bills by 1st and 5th of every month respectively. •	Receipting all payments made by the tenants. •	Collection targets of 90% by the end of the month. •	Issuing a report on all the vacant houses to sales and marketing department and maintenance as well monthly by 10th of the month. •	To issue distress notice to tenants with arrears and make a follow up on payments. •	Issue letter of instructions to auctioneers for the recovery of debts •	Making regular visits to different sites for inspection once a month •	Tenant satisfaction reports at 80% •	Evaluation of the properties monthly with a target of 95% •	Attaining monthly management fees as per budget. •	Performance evaluation reports made monthly. •	Valid leases and rent reviews updated monthly. •	Ensuring that all suppliers are paid monthly,"<div><div style="""">•	To prepare monthly land lords financial report. </br><br></div><div style="""">•	To invoice all tenants in regard to their rent and bills. </br><br></div><div style="""">•	To receipt all payments made by the tenants. </br><br></div><div style="""">•	Timely collection of rent/service charge/bills </br><br></div><div style="""">•	Issue a report on all the vacant houses to sales and marketing department and maintenance as well. </br><br></div><div style="""">•	To issue distress notice to tenants with arrears and make a follow-up on payments. </br><br></div><div style="""">•	Issue letter of instructions to auctioneers for the recovery of debts </br><br></div><div style="""">•	Make regular visits to different sites for inspection. </br><br></div><div style="""">•	Ensure all tenants are satisfied with our services. </br><br></div><div style="""">•	Management of property staff. </br><br></div><div style="""">•	Marketing of the properties to ensure that all spaces are occupied. </br><br></div><div style="""">•	Ensure payment of service provider. </br><br></div><div style="""">•	Ensure properties are well maintained <br></div><p><b>Key Performance Measures: </br></b><b><br></b></p><div style=""""><b></b>•	Maintaining and preparing the landlords books of accounts on QuickBooks and updating payments daily. </br><br></div><div style="""">•	Responsible for preparing monthly land lords financial report by the 5th of every months. </br><br></div><div style="""">•	Invoicing all tenants in regard to their rent and bills by 1st and 5th of every month respectively. </br><br></div><div style="""">•	Receipting all payments made by the tenants. </br><br></div><div style="""">•	Collection targets of 90% by the end of the month. </br><br></div><div style="""">•	Issuing a report on all the vacant houses to sales and marketing department and maintenance as well monthly by 10th of the month. </br><br></div><div style="""">•	To issue distress notice to tenants with arrears and make a follow up on payments. </br><br></div><div style="""">•	Issue letter of instructions to auctioneers for the recovery of debts </br><br></div><div style="""">•	Making regular visits to different sites for inspection once a month </br><br></div><div style="""">•	Tenant satisfaction reports at 80% </br><br></div><div style="""">•	Evaluation of the properties monthly with a target of 95% </br><br></div><div style="""">•	Attaining monthly management fees as per budget. </br><br></div><div style="""">•	Performance evaluation reports made monthly. </br><br></div><div style="""">•	Valid leases and rent reviews updated monthly. </br><br></div>•	Ensuring that all suppliers are paid monthly</div><p><br></p>",,0,kes,0,kes,http://www.fuzu.com/jobs/property-manager-real-estate-gap-recruitment/cf,Property Manager – Real Estate,http://www.fuzu.com/jobs/property-manager-real-estate-gap-recruitment
"Agriculture, fishing, forestry, wildlife",2020-09-03,2020-08-13,Permanent,Kenya,KE,i. A minimum KCSE - Mean grade of C- (minus) and aboveii. A minimum Diploma in General Agriculture/Crop Science /Horticultureiii. Minimum five (5) years working experience in a similar areaiv. Minimum thirty (30) years and above,https://www.fuzu.com/assets/industries-icons/black-pngs/education_academic.svg.png,Ramogi Institute of Advanced Technology (RIAT),,Mid-Level,,Full Time,external,Kisumu,1,60,"i. Managing the entire farming activities of RIAT KIBOS FARMii. Working closely with the HOD Agriculture in initiating and running theproduction units of the farmiii. Supervising the casual workers in the farmiv. Planning and budgeting for farm activities in consultations with the HOD -Agriculturev. Supervising and monitoring of harvest and post harvest activitiesvi. Advising the management on best farm practicesvii. Preparing, maintaining and submitting quarterly reportsviii. Any other duties assigned","<div>i. Managing the entire farming activities of RIAT KIBOS FARM<div style="""">ii. Working closely with the HOD Agriculture in initiating and running the<br></div><div style="""">production units of the farm<br></div><div style="""">iii. Supervising the casual workers in the farm<br></div><div style="""">iv. Planning and budgeting for farm activities in consultations with the HOD -<br></div><div style="""">Agriculture<br></div><div style="""">v. Supervising and monitoring of harvest and post harvest activities<br></div><div style="""">vi. Advising the management on best farm practices<br></div><div style="""">vii. Preparing, maintaining and submitting quarterly reports<br></div>viii. Any other duties assigned</div><p><br></p>",,0,kes,0,kes,http://www.fuzu.com/jobs/senior-farm-assistant-ramogi-institute-of-advanced-technology-riat/cf,Senior Farm Assistant,http://www.fuzu.com/jobs/senior-farm-assistant-ramogi-institute-of-advanced-technology-riat
"Transportation, logistics, driving",2020-09-03,2020-08-13,Permanent,Kenya,KE,i. A minimum period of ten (10) years’ relevant work experience;ii. Minimum thirty (30) years of ageiii. A minimum KCSE mean Grade D (plain) or its equivalent from a recognizedinstitution;iv. Valid driving license free from any current endorsements(s) for Class BCEv. Valid Certificate of Good Conduct from the Directorate of Criminal Investigations(DCI)vii. Valid PSV licenseviii. Willingness to work beyond official working hours and during weekends,https://www.fuzu.com/assets/industries-icons/black-pngs/education_academic.svg.png,Ramogi Institute of Advanced Technology (RIAT),,Mid-Level,,Full Time,external,Kisumu,1,120,i. Maintaining cleanliness of the assigned vehicleii. Keeping up to date work tickets for vehiclesiii. Submitting regular reports on motor vehicle assignediv. Reporting any mechanical/accident problemsv. Maintaining proper mechanical working condition of the vehiclevi. Ensuring safety of vehicle on and off the roadvii. Monitoring and reporting expiry of insurance policies for motor vehiclesviii. Ensuring safety of passenger and/or good thereinx. Any other duties assigned ,"<div>i. Maintaining cleanliness of the assigned vehicle<div style="""">ii. Keeping up to date work tickets for vehicles<br></div><div style="""">iii. Submitting regular reports on motor vehicle assigned<br></div><div style="""">iv. Reporting any mechanical/accident problems<br></div><div style="""">v. Maintaining proper mechanical working condition of the vehicle<br></div><div style="""">vi. Ensuring safety of vehicle on and off the road<br></div><div style="""">vii. Monitoring and reporting expiry of insurance policies for motor vehicles<br></div><div style="""">viii. Ensuring safety of passenger and/or good therein<br></div>x. Any other duties assigned </div><p><br></p>",,0,kes,0,kes,http://www.fuzu.com/jobs/driver-ramogi-institute-of-advanced-technology-riat/cf,Driver,http://www.fuzu.com/jobs/driver-ramogi-institute-of-advanced-technology-riat
"Administrative, clerical",2020-09-03,2020-08-13,Permanent,Kenya,KE,"i. Minimum KCSE mean grade D (plain)ii. Certificate in Information Studies, or Archives and Record Management from arecognized institutioniii. Demonstrate competence in Microsoft Office suite and proven competency inExcel applicationiv. Knowledge in filingv. Minimum age of thirty (30) yearsvi. Valid Certificate of Good Conduct from the Directorate of Criminal Investigations(DCI)",https://www.fuzu.com/assets/industries-icons/black-pngs/education_academic.svg.png,Ramogi Institute of Advanced Technology (RIAT),,Mid-Level,,Full Time,external,Kisumu,1,24,"i. Compiling of statistical records to support documents and information retrievalii. Receiving , sorting filing and dispatching letters for the registry for the registryiii. Preparation and maintenance of trainees records in both hard and soft copiesiv. Ensuring safe custody of documents, records and equipmentv. Any other duties assigned","<div>i. Compiling of statistical records to support documents and information retrieval<div style="""">ii. Receiving , sorting filing and dispatching letters for the registry for the registry<br></div><div style="""">iii. Preparation and maintenance of trainees records in both hard and soft copies<br></div><div style="""">iv. Ensuring safe custody of documents, records and equipment<br></div>v. Any other duties assigned</div><p><br></p>",,0,kes,0,kes,http://www.fuzu.com/jobs/registry-clerk-ramogi-institute-of-advanced-technology-riat/cf,Registry Clerk,http://www.fuzu.com/jobs/registry-clerk-ramogi-institute-of-advanced-technology-riat
Human resources,2020-09-03,2020-08-13,Permanent,Kenya,KE,i. Holder of a Diploma in Human Resource Management or equivalent qualificationfrom a recognised institution.ii. Served as a Human Resource Officer for a minimum period of five (5) years in acomparable institution or in the Public Service.iii. Must be a registered member of the Institute of Human Resource Management(IHRM).iv. Have proficiency in computer application.v. Meet the requirements of chapter six of the Constitution of Kenya 2010.,https://www.fuzu.com/assets/industries-icons/black-pngs/education_academic.svg.png,Ramogi Institute of Advanced Technology (RIAT),,Mid-Level,,Full Time,external,Kisumu,1,36,i. Preparing and maintaining human resource management records.ii. Supervising of employees.iii. Preparing reports/cases for presentation to the Institute Human Resource andTraining Committee.iv. Advising management on HR matters in the institution in line with relevantpoliciesv. Planning and arranging for induction of new employeesvi. Ensuring health and safety of employeesvii. Taking care of employees welfareviii. Assisting in counseling employees.ix. Any other duty assigned,"<div>i. Preparing and maintaining human resource management records.<div style="""">ii. Supervising of employees.<br></div><div style="""">iii. Preparing reports/cases for presentation to the Institute Human Resource and<br></div><div style="""">Training Committee.<br></div><div style="""">iv. Advising management on HR matters in the institution in line with relevant<br></div><div style="""">policies<br></div><div style="""">v. Planning and arranging for induction of new employees<br></div><div style="""">vi. Ensuring health and safety of employees<br></div><div style="""">vii. Taking care of employees welfare<br></div><div style="""">viii. Assisting in counseling employees.<br></div>ix. Any other duty assigned</div><p><br></p>",,0,kes,0,kes,http://www.fuzu.com/jobs/human-resource-officer-ramogi-institute-of-advanced-technology-riat/cf,Human Resource Officer,http://www.fuzu.com/jobs/human-resource-officer-ramogi-institute-of-advanced-technology-riat
"Information technology, software development, data",2020-09-03,2020-08-13,Permanent,Kenya,KE,"i. Diploma in Computer Studies or Information Communication Technology from arecognized institutionii. Served as a Technician in a comparable position in the Public Service or PrivateSector for a minimum period of two (2) yearsiii. Minimum of thirty (30) years of ageiv. Knowledge of current windows and mobile operating systems.v. Knowledge of core desktop and cloud business applications.vi. Good oral, electronic and written communication skills.vii. Ability to document processes, procedures and results.viii. Shown merit, integrity and ability as reflected in work performance and resultsix. Meet the requirements of chapter six (6) of the Constitution of Kenya 2020.",https://www.fuzu.com/assets/industries-icons/black-pngs/education_academic.svg.png,Ramogi Institute of Advanced Technology (RIAT),,Mid-Level,,Full Time,external,Kisumu,1,24,i. Installing and maintaining technical equipment used in training services and officework.ii. Offering technical support in ICT workshops.iii. Determining equipment specifications for ICT laboratories.iv. Diagnosing and solving hardware and software faults.v. Maintaining and monitoring existing systems.vi. Installing and configuring IT hardware and software.vii. Keeping an inventory of computer equipment in the computer laboratory.viii. Working closely with ICT HOD to grow the Technology Infrastructure of theInstituteix. Any other duties assigned ,"<div>i. Installing and maintaining technical equipment used in training services and office<div style="""">work.<br></div><div style="""">ii. Offering technical support in ICT workshops.<br></div><div style="""">iii. Determining equipment specifications for ICT laboratories.<br></div><div style="""">iv. Diagnosing and solving hardware and software faults.<br></div><div style="""">v. Maintaining and monitoring existing systems.<br></div><div style="""">vi. Installing and configuring IT hardware and software.<br></div><div style="""">vii. Keeping an inventory of computer equipment in the computer laboratory.<br></div><div style="""">viii. Working closely with ICT HOD to grow the Technology Infrastructure of the<br></div><div style="""">Institute<br></div>ix. Any other duties assigned </div><p><br></p>",,0,kes,0,kes,http://www.fuzu.com/jobs/computer-technician-ramogi-institute-of-advanced-technology-riat/cf,Computer Technician,http://www.fuzu.com/jobs/computer-technician-ramogi-institute-of-advanced-technology-riat
"Administrative, clerical",2020-08-19,2020-08-13,Fixed term,Kenya,KE,"Reporting to the Security Administrator and with a close working relationship with all other departments, the main deliverables of this position will be administrative support to the security department▪ Bachelor’s Degree in social sciences, Business Studies, or any other related study▪ A minimum of 3 years’ experience in a similar role▪ Demonstrated report writing skills▪ Comfortable operating all the standard supporting software.▪ Must be culturally sensitive and have the ability and interest to identify and workwith a multi-ethnic team.▪ Strong organizational, interpersonal, and communication skills.▪ Must be of high integrity and uphold high ethical standards and honesty.▪ Demonstrated relationship building and management skills.▪ Ability to take initiative and analytical skills▪ Very good in computer programs (Excel, Power Point etc)",https://www.fuzu.com/assets/industries-icons/black-pngs/non_profit_social.svg.png,Northern Rangelands Trust,,Mid-Level,,Full Time,external,"Isiolo, Isiolo",1,36,"▪ Assist in coordination and participation in department proposal and report writingto donors and other external partners;▪ Participate in departmental budget preparation, administration and control;▪ To solicit, communicate and facilitate all welfare issues affecting ConservancyRangers and Mobile teams;▪ To plan, initiate and prepare requisitions and follow up prompt delivery of alllogistics and supplies for the entire Security department;▪ To take responsibility for security vehicle maintenance, service scheduling,availability of spare parts, deployment and care;▪ Maintain a data base of security uniform, wear and tear and replacementschedules, always ensuring that the men are catered for and well turned out;▪ To coordinate the supply of equipment and uniforms to conservancies and mobileteams;▪ Keep an inventory and records of all security equipment, uniform and stores;▪ To coordinate regular meetings and training for the security teams;▪ To liaise with third party agencies and partners on matters pertaining to welfareand capacity building amongst conservancy rangers;","<div><p>▪ Assist in coordination and participation in department proposal and report writing<br></p><div style="""">to donors and other external partners;<br></div><div style="""">▪ Participate in departmental budget preparation, administration and control;<br></div><div style="""">▪ To solicit, communicate and facilitate all welfare issues affecting Conservancy<br></div><div style="""">Rangers and Mobile teams;<br></div><div style="""">▪ To plan, initiate and prepare requisitions and follow up prompt delivery of all<br></div><div style="""">logistics and supplies for the entire Security department;<br></div><div style="""">▪ To take responsibility for security vehicle maintenance, service scheduling,<br></div><div style="""">availability of spare parts, deployment and care;<br></div><div style="""">▪ Maintain a data base of security uniform, wear and tear and replacement<br></div><div style="""">schedules, always ensuring that the men are catered for and well turned out;<br></div><div style="""">▪ To coordinate the supply of equipment and uniforms to conservancies and mobile<br></div><div style="""">teams;<br></div><div style="""">▪ Keep an inventory and records of all security equipment, uniform and stores;<br></div><div style="""">▪ To coordinate regular meetings and training for the security teams;<br></div><div style="""">▪ To liaise with third party agencies and partners on matters pertaining to welfare<br></div><p>and capacity building amongst conservancy rangers;<br></p></div><p><br></p>",,0,kes,0,kes,http://www.fuzu.com/jobs/assistant-security-administrator-northern-rangelands-trust-d89b8cf5/cf,Assistant Security Administrator,http://www.fuzu.com/jobs/assistant-security-administrator-northern-rangelands-trust-d89b8cf5
"Business, strategic management",2020-08-21,2020-08-13,Permanent,Kenya,KE,"A foreign mission wishes to recruit LE3 – Consular and Corporate Services Officer in their Foreign Affairs and Trade Department (DFAT). The Consular/Corporate Services Officer is a varied position, performing consular, providing administrative support for the Embassy’s property, finance, transport and security functions. The role of the Department is to advance the interests of their nationalities internationally. This involves strengthening security, enhancing prosperity, delivering an effective and high quality overseas aid programs. The department provides foreign, trade and development policy advice to their Government. DFAT also works with other foreign government agencies in their country to drive coordination of their pursuit of global, regional and bilateral interests. Must have at least 6 months of consular and/or administration . Must have undertaken a professional competency course in driving.Experience: At least 3 years professional driving experience with a valid driving license. At least 6 months consular and/or administration experience.Skills and Competencies: Well-developed interpersonal skills; flexibility and ability to build productive working relationships. Ability to undertake a range of management and administrative duties in English using computer based systems such as email, Microsoft Office, Excel and SAP. Possession of a clean and valid driver’s license with an excellent driving record. Excellent attention to detail and ability to prioritize. Willingness to work flexible hours and undertake overtime as required. Ability to solve problems, be flexible and adapt to new tasks and situations.",https://www.fuzu.com/assets/industries-icons/black-pngs/non_profit_social.svg.png,Fast-Track Management Consultants Limited,,Mid-Level,,Full Time,external,Nairobi,1,36," Undertake the provision of consular, passport and notarial services to citizens and residents in accordance with departmental guidelines Assist with the management of consular enquiries and provide on the ground assistance to consular clients, including, but not limited to prison/hospital visits. Develop and maintain a strong network of key contacts with local authorities and emergency services organisations relating to consular and passports work. Operate consular and passports related databases and filing systems. Perform cashier duties including collection of passport and notarial fees in accordance with relevant legislation and policies. Assist with the management of Group e-mail mailboxes and provide timely responses to e-mail queries. As required, provide safe and efficient driving and delivery services to staff and visitors. Provide support for official visits including assisting with preparation of car plans . Assisting with the maintenance of the official vehicle fleet, including arranging regular servicing, insurance, registration, running sheets and quarterly fuel card top ups. Assist with administrative and corporate functions as required. Perform back-up and other duties as required","<div><li style=""""><span style="""">&nbsp;</span>Undertake the provision of consular, passport and notarial services to citizens and residents in accordance with departmental guidelines<br></li><li style=""""><span style="""">&nbsp;</span>Assist with the management of consular enquiries and provide on the ground assistance to consular clients, including, but not limited to prison/hospital visits.<br></li><li style=""""><span style="""">&nbsp;</span>Develop and maintain a strong network of key contacts with local authorities and emergency services organisations relating to consular and passports work.<br></li><li style=""""><span style="""">&nbsp;</span>Operate consular and passports related databases and filing systems.<br></li><li style=""""><span style="""">&nbsp;</span>Perform cashier duties including collection of passport and notarial fees in accordance with relevant legislation and policies.<br></li><li style=""""><span style="""">&nbsp;</span>Assist with the management of Group e-mail mailboxes and provide timely responses to e-mail queries.<br></li><li style=""""><span style="""">&nbsp;</span>As required, provide safe and efficient driving and delivery services to staff and visitors.<br></li><li style=""""><span style="""">&nbsp;</span>Provide support for official visits including assisting with preparation of car plans .<br></li><li style=""""><span style="""">&nbsp;</span>Assisting with the maintenance of the official vehicle fleet, including arranging regular servicing, insurance, registration, running sheets and quarterly fuel card top ups.<br></li><li style=""""><span style="""">&nbsp;</span>Assist with administrative and corporate functions as required.<br></li><li style=""""><span style="""">&nbsp;</span>Perform back-up and other duties as required<br></li></div><p><br></p>",,0,kes,0,kes,http://www.fuzu.com/jobs/le3-consular-corporate-services-officer-fast-track-management-consultants-limited/cf,LE3 - Consular/Corporate Services Officer,http://www.fuzu.com/jobs/le3-consular-corporate-services-officer-fast-track-management-consultants-limited
"Project, program management",2020-08-20,2020-08-13,Temporary,Kenya,KE,"The Thematic Coordinator on Relations with Armed Actors will provide operational and technical guidance and implementation on SCI’s Children Affected by Armed Conflict (CAAC) Programme, in collaboration with the SCI Global Civil Military &amp; Armed Non-State Actors (ANSAs) Initiative. The CAAC Programme is a complex cross-regional Programme that enables programming and advocacy initiatives on children affected by armed conflict, with a wide range of actors at strategic policy/decision making and operational level, such as; the African Union, Regional Economic Communities (RECs), Regional Mechanisms (RMs), Treaty Bodies, Bilateral Institutions, Member States, Civil Society Organizations and Armed Actors, both state and non-state. The role will also facilitate cross regional and global coordination and learning through relevant internal and external platforms such as on access, civ-mil relations, safety and security etc.Experience and Qualifications EssentialUndergraduate degree in Social Sciences and extensive thorough working knowledge in Child Protection in Armed Conflict and Emergencies.Minimum 4 years international humanitarian field experience, including in conflict and restricted access environments.Minimum 2 years of Protection/Humanitarian programming, including demonstrated working knowledge and experience on CAAC and Peace and Security Programming/ANSA/Civil-Mil relationsSolid experience of engagement and relations with Armed Actors, including Armed Non-State Actors, in the field.Solid understanding of humanitarian negotiations, gender-peace and security, conflict sensitivityDemonstrated experience of capacity building of armed actors and humanitarian frontline negotiations.Basic understanding of the African Union Peace and Security Architecture, and Peace Support Operations in general.Demonstrated capability to make decisions with creativity and independent judgmentDemonstrated experience in influencing to obtain the cooperation of others.Proven excellence in working in a team, being a team player, and significant experience working in an international organisation.An appreciation and understanding of how to manoeuvre in a context of shrinking space for civil society, ensuring Save the Children’s integrity and child rights are not compromisedDemonstrated knowledge of children’s issues, rights-based program approaches, and child safeguarding principles.Strong skills and proven experience in program management processes; also from the knowledge and learning perspective.Able to work well under pressure and deadlinesExcellent listening, inter-personal, communication and networking skills; proven experience and effectiveness working across functional teams and in a matrixed structure; and an ability to work with diverse populations.High level of self-awareness and willingness to take feedback for growth and self-development.Excellent analytical skills.Effective negotiator, with the ability to positively influence cross departmental and cross sector workProven experience in designing Terms of Reference and ability to design and review evaluation tools and approaches.Highly developed interpersonal and communication skills including influencing, negotiation and coaching.Highly developed cultural awareness and ability to work well in an international environment with people from diverse backgrounds and cultures.Strong results orientation, with the ability to challenge existing mind-sets.Experience of solving complex issues through analysis, definition of a clear way forward and ensuring buy inAbility to present complex information in a succinct and compelling mannerExemplary level of spoken and written English.DesirableFluency in French, both verbal and written, desirable",https://www.fuzu.com/assets/industries-icons/black-pngs/non_profit_social.svg.png,Save the Children (Kenya),,Mid-Level,,Full Time,external,Nairobi,1,36,"Within the Programme, the Thematic Coordinator will support a Thematic Specialist (line-manager) with targeted and high-quality guidance, support and capacity strengthening to SCI Country Office’s to enable planning and operationalization of different engagement and negotiations modalities towards armed actors in various contexts. This role will lead on providing support to country teams to operationalize tools to assess risks and opportunities to advance children’s rights and humanitarian space, through engagement with armed actors. He/she will advise on programming, monitoring and operational footprints to be adaptive, conflict sensitive and contextually-driven.The Thematic Coordinator will work with the Thematic Specialist, PMs, Thematic Coordinators, Advocacy Coordinators, and a MEAL specialist as needed to ensure all relevant CAAC Programme activities are implements, and that there are clear quality standards maintained for each area of work. Decision-making will require independent judgement within the roles technical scope as guided by existing global guidelines, standards and policies.","<div><p style="""">Within the Programme, the Thematic Coordinator will support a Thematic Specialist (line-manager) with targeted and high-quality guidance, support and capacity strengthening to SCI Country Office’s to enable planning and operationalization of different engagement and negotiations modalities towards armed actors in various contexts. This role will lead on providing support to country teams to operationalize tools to assess risks and opportunities to advance children’s rights and humanitarian space, through engagement with armed actors. He/she will advise on programming, monitoring and operational footprints to be adaptive, conflict sensitive and contextually-driven.<br></p><p style="""">The Thematic Coordinator will work with the Thematic Specialist, PMs, Thematic Coordinators, Advocacy Coordinators, and a MEAL specialist as needed to ensure all relevant CAAC Programme activities are implements, and that there are clear quality standards maintained for each area of work. Decision-making will require independent judgement within the roles technical scope as guided by existing global guidelines, standards and policies.<br></p></div><p><br></p>",,0,kes,0,kes,http://www.fuzu.com/jobs/thematic-coordinator-on-relations-with-armed-actors-save-the-children-kenya/cf,Thematic Coordinator on Relations with Armed Actors,http://www.fuzu.com/jobs/thematic-coordinator-on-relations-with-armed-actors-save-the-children-kenya
