campaign_start_date,description,employer_logo,required_work_experience_months,salary_max_currency,salary_min_currency,title,orig_idx,campaign_start_date_year,campaign_start_date_month,campaign_start_date_day,campaign_duration,desc_length,country_code_FI,country_code_GH,country_code_KE,country_code_NG,country_code_UG,country_code_nan,job_level_Entry-Level,job_level_Mid-Level,job_level_Senior,job_level_nan,listing_type_external,listing_type_internal,listing_type_nan,contract_type_Fixed term,contract_type_Permanent,contract_type_Temporary,contract_type_nan,job_type_Full Time,job_type_Part Time,job_type_nan,location_Nairobi,location_Uganda,location_Kampala,location_Trans Nzoia,location_Entebbe,location_Kisumu,location_Kenya,location_Kakuma,location_Nakuru,location_Kakamega,location_Mombasa,location_Machakos,location_Kisii,location_Nigeria,location_Eldoret,location_other,employer_County Government of Trans Nzoia,employer_Insurance Regulatory Authority of Uganda (IRA) ,employer_Petroleum Authority of Uganda,employer_Summit Recruitment & Search,employer_Ministry of Local Government (Uganda),employer_Lake Victoria Fisheries Organization,employer_Mogo Finance Kenya Limited ,employer_Jumia Uganda,employer_National Building Review Board,employer_Sobetra Construction And Engineering Company,employer_Movit Products Limited,employer_VSO Uganda,employer_other,aow_sales,aow_ marketing,aow_ promotion,aow_accounting,aow_ finance,aow_ banking,aow_ insurance,aow_medical
2020-08-17,"About usFuzu was created to provide every person and organization with tools to succeed and grow. We specialize in career development, recruitment and learning solutions for emerging market organizations and consumers. Fuzu caters to both blue-and white-collar job seekers and helps local businesses, multinational companies and non-profit organizations in identifying and developing talent. Our ambition is to become the go-to platform for emerging market talent and a place to dream, grow and ultimately find the next career opportunity.We recently closed our Series A round and have been nominated by numerous industry observers as one of the most promising growth companies operating in East Africa.We are a young, ambitious and international team with relaxed yet performance-oriented culture. We inspire each other to innovate and learn every day, to become the leaders of our domain - both as individuals and as an organization.We are looking for an experienced and ambitious Lead Product Designer to lead the design of our AI-driven career development platform. You would be joining an ambitious and high-performing team of professionals from Europe, Africa and the US.",https://s3.amazonaws.com/fuzu.com-carrierwave/employers/2868861f-c380-4129-95d4-c113e6715522.png,36,kes,kes,Lead Product Designer,172,2020,8,17,13,1177,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2020-08-17,"Responsible for the overall management and operations of the project.Ten (10) years of experience in senior role leading a complex technical service delivery program of similar scope and dollar value.A master’s degree in social science, public health, medicine, management, business administration or related field.Seven (7) years of demonstrated experience in partnership building, especially with government representatives, donors, the private sector and local community organizations.Experience holding senior positions in HIV programming in Kenya is an added advantage.",https://www.fuzu.com/assets/industries-icons/black-pngs/non_profit_social.svg.png,120,kes,kes,Chief Of Party ( COP ),173,2020,8,17,11,574,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2020-08-17,"Responsible for the overall oversight of the project and is specificallyresponsible for project implementation that relates to facility and community-level servicedelivery.S/he is knowledgeable about current implementation science and state of the art service delivery approaches.Eight years of experience in a senior role managing, complex technical service delivery program of similar scope and dollar value. A master’s degree in social science, public health, medicine, management, business administration or related field.Five (5) years of demonstrated experience in partnership building, especially with government representatives, donors, the private sector and local community organizations.Experience holding senior positions in HIV programming in Kenya is an added advantage. ",https://www.fuzu.com/assets/industries-icons/black-pngs/non_profit_social.svg.png,84,kes,kes,Deputy Chief Of Party,174,2020,8,17,11,785,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2020-08-17,"A master’s degree in business administration, Accounting, Finance, Human Resources or other related fields.Professional accountancy qualification (Certified Public Accountant – CPA, Association of Chartered Certified Accountants – ACCA, or equivalent membership of a recognized professional accountancy organization in good standing).A minimum of 7 years’ experience overseeing grantee compliance with donor requirements for similar activities of similar dollar value.A minimum of 7 years’ experience supervising overall operations of donor funded activities e.g. teams of human resources, logistics, grant / contract and finance staff.Demonstrated financial management, strong analytical and computer skills, with emphasis on budgeting and financial analysis.",https://www.fuzu.com/assets/industries-icons/black-pngs/non_profit_social.svg.png,84,kes,kes,Finance and Administration Manager,175,2020,8,17,11,760,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0
2020-08-17,"Responsible for ensuring compliance with USAID rules and regulations and legal and regulatory requirements governing the award. Oversees the overall compliance in the activity implementation from development of work plans and budgets, reporting, sub granting and budget administration as assigned by the Chief of Party or his/her designee. A master’s degree in Business, Procurement, Accounting, Finance, Management, Auditing, Economics or related field. A minimum of 7 years’ experience in NGO sector in senior grants / compliance management positions. In-depth understanding and experience of working with proposals and contracts from institutional donor policies and procedures.",https://www.fuzu.com/assets/industries-icons/black-pngs/non_profit_social.svg.png,84,kes,kes,Grants and Compliance Manager (GCM),176,2020,8,17,11,681,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0
2020-08-17," Responsible for leading the design and implementation of the program monitoring and evaluation framework and information system to track delivery against targets, outcomes and impacts. A Master’s degree in a relevant discipline, such as mathematics, statistics, informatics, or related field with knowledge / skills of Geographical Information Systems and information technology. At least 10 years of experience implementing monitoring and evaluating activities for complex programs in developing countries. Demonstrated experience in providing technical support, setting up and managing M&amp;E systems that track performance as per the objectives of this activity (e.g. service integration and performance against each result area) and in the application of statistical methods and database management. Experience holding senior positions in HIV programming in Kenya is an addedadvantage. ",https://www.fuzu.com/assets/industries-icons/black-pngs/non_profit_social.svg.png,84,kes,kes,"Monitoring, Evaluation and Learning (MEL) Specialist",177,2020,8,17,11,892,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2020-08-17,"The Kenya Medical Research Institute in collaboration with the Liverpool School ofTropical Medicine conduct research activities related to malaria, HIV, tuberculosis and otherdiseases. The Anti-Malarial Pregnancy Registry (APR) is a partnership co-led by the Medicinesfor Malaria Venture (MMV) and Liverpool School of Tropical Medicine (LSTM) to establish apregnancy registry to help fill the data gap on the use of antimalarial medicines duringpregnancy. This international partnership will involve local investigators, regulators, databasemanagement experts, pharmacovigilance experts, and others.Bachelor’s Degree in any of the following disciplines: - Biomedical Sciences, Medical Sciences, Public Health, any relevant Social Science or equivalent qualifications from a recognized institution;Proficiency in computer application and at least one statistical software package e.g.STATA, SPSS etc ",https://www.fuzu.com/assets/industries-icons/black-pngs/health_care.svg.png,24,kes,kes,Research Administrator,178,2020,8,17,9,899,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2020-08-17,"The purpose of the job is to lead the HIV research laboratory in terms of scientific output,quality management and part of site leadership as laboratory lead.ESSENTIAL REQUIREMENTS• BSc in Biomedical / Applied Laboratory Sciences• MSc in Biomedical / Applied Laboratory Sciences• Doctorate in Virology, Molecular Biology or related field from a recognized institution• Developed at least a funded proposal• Published at least two (2) articles in refereed journals as the first or lead author• Proficiency in computer applications• Fulfill the requirements of Chapter Six of the Constitution• Minimum 3 years’ experience in a laboratory (preferably in a virology and/orbacteriology laboratory, sequencing, drug resistance in plasma, RNA viral load andgenotyping viruses) ",https://www.fuzu.com/assets/industries-icons/black-pngs/health_care.svg.png,24,kes,kes,Principal Research Administrator,179,2020,8,17,9,770,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2020-08-17,"Be responsible for maintaining and installing professionally Healthcare equipment and maximizing customer satisfaction.Degree/Diploma level education or equivalentExperience in maintenance and troubleshooting of technical complex systemsFluent in English, verbal and written in addition to local language",https://www.fuzu.com/assets/industries-icons/black-pngs/electronics.svg.png,24,kes,kes,Field Service Engineer,180,2020,8,17,4,304,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2020-08-17,"Abt Associates seeks a qualified Senior Capacity Development Advisor for the Local Health System Sustainability Project’s East Africa Cross-Border Health Activity (LHSS/East Africa). The LHSS Project is USAID’s flagship initiative in integrated health systems strengthening, with a goal to help low- and middle- income countries transition to sustainable, self-financed health systems as a means to support universal health coverage. LHSS/East Africa in particular will work in partnership with USAID Kenya and East Africa (KEA) Regional Mission, bilateral Missions of the focus countries, regional intergovernmental organizations (RIGOs), national governments, private sector stakeholders, and relevant cross-border health authorities and health facilities (public and private) that are also in charge of the provision of health services to vulnerable and mobile populations that cross borders. At the end of two years, LHSS/East Africa will have increased access to and use of affordable and continuous quality health care in cross-border areas for this target population.This is a full-time position based in Nairobi, Kenya with frequent travel to cross-border sites in the focus countries.Master’s degree in organizational development, industrial psychology or management, and 8 to 10 years of experience in developing and managing capacity building programsExperience designing and conducting meetings and workshopsDemonstrated experience in working in partnership with multiple host country governments/ government entities, donors, local partners, and other stakeholdersExperience working with multi-disciplinary teams and/or work groupsProven record of excellent management, leadership, decision-making, and interpersonal skillsExcellent verbal and written communication skills in English are requiredKnowledge and communication skills in French and/or one or more national languages in the region will have an added value  Kenyan nationals and residents are encouraged to applyMinimum Qualifications (8+) years of experience and a master degree OR the equivalent combination of education and experience",https://www.fuzu.com/assets/industries-icons/black-pngs/consulting_business.svg.png,84,kes,kes,Senior Capacity Development Advisor - LHSS East Africa,181,2020,8,17,4,2111,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2020-08-17,"The Team Manager will lead a project team of 5 staff members and oversee day to day activities of the program entitled ""Mount Kenya Sustainable Landscape and Livelihoods Program"", to be implemented in close collaboration with Rainforest Alliance farmer organizations partners in coffee and tea sectors, civil society organizations, private sector, county governments and national government organizations.Focusing on Kirinyaga county and neighboring counties, the Program will employ an integrated landscape management approach that brings people, business, and institutions together into collective action to sustainably manage and conserve natural resources in Mount Kenya landscape. Through its core interventions, this program will help address land and environmental degradation, vulnerable livelihoods, poverty, and challenges to agricultural productivity and income generation within the landscape, while also introducing natural solutions and increasing resilience to climate change. Further, proposed activities are expected to increase participation of youth in the local economy and women’s influence over household resources, strengthening the capacity of stakeholders to manage their assets in a socially inclusive manner.The Team Manager will ensure the project is successfully implemented on time and on budget. Further s/he will be responsible for managing partnerships, sub grants and/or consulting agreements and lead meetings with key stakeholders on a package of strategic projects and interventions to be further defined and developed. S/he will also take initiatives to develop external relations with donors and financial institutions, government agencies and civil society organizations to build Rainforest Alliance's work in Kenya and the East Africa region. The position is initially for a fixed term to July 2025 and is renewable by mutual consent.Qualifications: Master’s degree in landscape management, agriculture, natural resources management, development, project management, environment or any related discipline;10+ years of relevant field experience, with demonstrable skills in project development, operations, financing, project planning and tracking, troubleshooting, budget management, team leadership and report-writing for donor funded projects, 1 year experience in coaching, mentoring and training staff;Knowledge of coffee, tea and finance sectors in Kenya and knowledge and commitment to environmental issues and sustainability practices is a plus.Experience in development of multi stakeholders’ platforms and good knowledge of different national and local stakeholders concerned with agriculture, rural development, resources management and conservation including county and national government administration, small scale producers, private sector, civil societies and international development agencies, and strong ability and readiness to communicate, and effectively work with them;Outstanding interpersonal and  communication and presentation skills, both written and verbal in English and Kiswahili;Strong organizational skills and efficient management of multiple tasks and priorities within a team environment and project management; and     Ability and willingness to travel up to 30% of the time nationally and internationally.",https://www.fuzu.com/assets/industries-icons/black-pngs/non_profit_social.svg.png,120,kes,kes,"Team Manager, MT Kenya Sustainable Landscapes and Livelihoods Program",182,2020,8,17,6,3284,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2020-08-16,"Quirimbas Capital supports private equity firms looking to buy or build businesses in attractive industries in Kenya. It is led by the current CEO of leading business, who successful candidates will work closely with.The role is part time &amp; project based. It involves researching specific industries, one at at time. To establish how attractive they may be for the PE firm. And to identify credible acquisition targets.This research will require substantial initiative &amp; self motivation. It will mean digging into your network, the network of the CEO, calling up strangers to learn about their industries &amp; looking at public sourcesOutput of the project will be industry briefs to present to PE firmPotential for high performers to be hired full time in the target business if they impressApplicants must be highly rigorous &amp; structured in their thinking &amp; communication. Prior experience in top tier consulting a major plus. ",https://www.fuzu.com/assets/industries-icons/black-pngs/consulting_business.svg.png,60,kes,kes,Consulting project to support Private Equity firm,183,2020,8,16,28,946,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2020-08-16,"Ericsson Kenya is a leading firm in communications technology – providing hardware, software, and services to enable the full value of connectivity. The Ericsson group is one of the leading providers of Information and Communication Technology (ICT) to service providers. They enable the full value of connectivity by creating game-changing technology and services that are easy to use, adopt, and scale, making their customers successful in a fully connected world.",https://s3.amazonaws.com/fuzu.com-carrierwave/employers/4ec5aed7-bebd-4043-ad07-4a9919d08669.png,36,kes,kes,Telecom Network Coordinator,184,2020,8,16,15,466,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2020-08-16,"Ericsson Kenya is a leading firm in communications technology – providing hardware, software, and services to enable the full value of connectivity. The Ericsson group is one of the leading providers of Information and Communication Technology (ICT) to service providers. They enable the full value of connectivity by creating game-changing technology and services that are easy to use, adopt, and scale, making their customers successful in a fully connected world.",https://s3.amazonaws.com/fuzu.com-carrierwave/employers/4ec5aed7-bebd-4043-ad07-4a9919d08669.png,36,kes,kes,Engineers,185,2020,8,16,15,466,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2020-08-16,"An officer at this level will work under the supervision and guidance of senior officer. SpecificDuties and responsibilities will involve: Diagnosing , caring and treating diseases ; performingmedical and surgical procedures; preparing and responding to emergencies and disasters;participating in management of medicines, medical instruments and equipment; providing healtheducation; maintaining medical records, health information and data; counselling patients and theirrelatives on diagnoses and bereavement; teaching and coaching medical students, nursing studentsand clinical officer interns; and preparing requisite documents for registration.",https://www.fuzu.com/assets/industries-icons/black-pngs/governmental.svg.png,36,kes,kes,Medical Officer,186,2020,8,16,12,649,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2020-08-16,"An officer at this level will work under the supervision of a senior and experienced Officer. Dutiesand responsibilities at this level will entail: providing dental care including: diagnosing commonoral conditions, treating, prescribing and referring; carrying out minor oral and maxillofacialsurgery; prosthetics and conservative dentistry; facilitating admission, disease investigations ofpatients, report writing and assisting in theater activities; collecting information on dental healthinformation system; organizing discharge summaries and follow-up of patients; and acting as thefirst on call duty.",https://www.fuzu.com/assets/industries-icons/black-pngs/governmental.svg.png,24,kes,kes,Dental Officer,187,2020,8,16,12,606,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2020-08-16,"An officer at this level will work under supervision of a Senior Pharmacist. Duties andresponsibilities will include: screening prescriptions for legal validity, drug contradictions, druginteractions, appropriateness of dose, frequency and duration of dosing and patience convenience;preparing and dispensing medicines according to Good Dispensing Practices and counselingpatients on medicine use; making extemporaneous preparations; participating in ward rounds;identifying medicinal gaps and challenges; maintaining daily activity log book for recording allactivities undertaken; recommending Over the County (OTC) medicines to patients/clients withsimple medical conditions and making necessary referrals; making entries into the relevantinventory management records and registers.",https://www.fuzu.com/assets/industries-icons/black-pngs/governmental.svg.png,12,kes,kes,Pharmacist,188,2020,8,16,12,784,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2020-08-16,"(i) Must have served in the position of Clinical Psychologist for at least 3 years;(ii) Degree in Psychology or Health/Medical Psychology, Counselling Psychologyfrom a recognized institution;(iii) Registration with the relevant professional regulatory bodies; and(iv) One year internship practice in a health facility under supervision of a seniorpsychologist/ registered mental health professional.(v) Satisfy the requirements of chapter six of the constitution.",https://www.fuzu.com/assets/industries-icons/black-pngs/governmental.svg.png,36,kes,kes,Senior Clinical Psychologist,189,2020,8,16,12,463,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2020-08-16,(i) Bachelors Degree in either Nursing or Midwifery from a recognized institution;(ii) Registration Certificate issued by the Nursing Council of Kenya;(iii) Valid practising license from the Nursing Council of Kenya; and(iv) Certificate in computer application skills from a recognized institution.(v) Satisfy the requirements of chapter six of the constitution.,https://www.fuzu.com/assets/industries-icons/black-pngs/governmental.svg.png,3,kes,kes,Nursing Officer/Intern,190,2020,8,16,12,362,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2020-08-16,(i) Bachelors Degree in Environmental Health or Public Health from a recognizedInstitution;(ii) Certificate of Registration from the Association of Public Health Officers; and(iii) Certificate in Computer Application Skills from a recognized institution.(iv) Satisfy the requirements of chapter six of the constitution.,https://www.fuzu.com/assets/industries-icons/black-pngs/governmental.svg.png,24,kes,kes,Public Health Officer,191,2020,8,16,12,319,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2020-08-16,"(i) Diploma in any of the following disciplines: Kenya Registered Community HealthNursing, Kenya Registered Nursing, Kenya Registered Midwifery, KenyaRegistered Nursing/Midwifery or Kenya Registered Nursing/Mental Health andPsychiatry from a recognized institution;(ii) Higher National Diploma in Renal Nursing;(iii) Registration Certificate issued by the Nursing Council of Kenya;(iv) Valid practicing license from the Nursing Council of Kenya;(v) Certificate in computer application skills from a recognized institution; and(vi) Shown merit and ability as reflected in work performance and results. ",https://www.fuzu.com/assets/industries-icons/black-pngs/governmental.svg.png,24,kes,kes,Registered Nurse I (Renal Nursing),192,2020,8,16,12,601,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2020-08-16,"(i) Diploma in any of the following disciplines: Kenya Registered Community HealthNursing, Kenya Registered Nursing, Kenya Registered Midwifery, Kenya RegisteredNursing/Midwifery or Kenya Registered Nursing/Mental Health and Psychiatry from arecognized institution;(ii) Higher National Diploma in Theater Nursing;(iii) Registration Certificate issued by the Nursing Council of Kenya;(iv) Valid practicing license from the Nursing Council of Kenya;(v) Certificate in computer application skills from a recognized institution; and(vi) Shown merit and ability as reflected in work performance and results.(vii) Satisfy the requirements of chapter six of the constitution.",https://www.fuzu.com/assets/industries-icons/black-pngs/governmental.svg.png,24,kes,kes,Registered Nurse I (Theatre Nursing),193,2020,8,16,12,668,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2020-08-16,"(i) Diploma in any of the following disciplines: Kenya Registered Community HealthNursing, Kenya Registered Nursing, Kenya Registered Midwifery, Kenya RegisteredNursing/Midwifery or Kenya Registered Nursing/Mental Health and Psychiatry from arecognized institution;(ii) Higher National Diploma in Critical Care Nursing;(iii) Registration Certificate issued by the Nursing Council of Kenya;(iv) Valid practicing license from the Nursing Council of Kenya;(v) Certificate in computer application skills from a recognized institution;(vi) Shown merit and ability as reflected in work performance and results; and(vii) Satisfy the requirements of chapter six of the constitution",https://www.fuzu.com/assets/industries-icons/black-pngs/governmental.svg.png,24,kes,kes,Registered Nurse I (Critical Care Nursing),194,2020,8,16,12,673,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2020-08-16,"(i) Diploma in any of the following disciplines: Kenya Registered Community HealthNursing, Kenya Registered Nursing, Kenya Registered Midwifery, Kenya RegisteredNursing/Midwifery or Kenya Registered Nursing/Mental Health and Psychiatry from arecognized institution;(ii) Higher National Diploma in Psychiatric Nursing;(iii) Registration Certificate issued by the Nursing Council of Kenya;(iv) Valid practicing license from the Nursing Council of Kenya;(v) Certificate in computer application skills from a recognized institution;(vi) Shown merit and ability as reflected in work performance and results; and(vii) Satisfy the requirements of chapter six of the constitution.",https://www.fuzu.com/assets/industries-icons/black-pngs/governmental.svg.png,24,kes,kes,Registered Nurse I (Psychiatry Nursing),195,2020,8,16,12,672,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2020-08-16,"(vi) Degree in Psychology or Health/Medical Psychology, Counselling Psychologyfrom a recognized institution;(vii) Registration with the relevant professional regulatory bodies; and(viii) One year internship practice in a health facility under supervision of a seniorpsychologist/ registered mental health professional.(ix) Satisfy the requirements of chapter six of the constitution.",https://www.fuzu.com/assets/industries-icons/black-pngs/governmental.svg.png,36,kes,kes,Clinical Psychologist,196,2020,8,16,12,383,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2020-08-16,(i) Diploma in Clinical Medicine and Surgery or Clinical Medicine and CommunityHealth from a recognized institution;(ii) National Higher Diploma in Clinical Medicine and Surgery- Anesthesia or any otherrelated Course from a recognized institution;(iii) Certificate of Registration from the Clinical Officers’ Council; and(iv) Certificate in Computer Application Skills from a recognized institution.(v) Satisfy the requirements of chapter six of the constitution.,https://www.fuzu.com/assets/industries-icons/black-pngs/governmental.svg.png,24,kes,kes,Registered Clinical Officer (1)-Anesthesia,197,2020,8,16,12,463,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2020-08-16,(i) Bachelors degree in Clinical Medicine from a recognized institution;(ii) Certificate of Registration from the Clinical Officers’ Council; and(iii) Certificate in computer application skills from a recognized institution(v) Satisfy the requirements of chapter six of the constitution.,https://www.fuzu.com/assets/industries-icons/black-pngs/governmental.svg.png,36,kes,kes,Clinical Officers,198,2020,8,16,12,287,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2020-08-16,(i) Bachelors Degree in Medical Laboratory Sciences or any other equivalent qualification froman institution recognized by the Kenya Medical Laboratory Technicians and TechnologistBoard;(ii) Certificate issued by the Kenya Medical Laboratory and Technicians and TechnologistBoard[KMLTTB];(iii)Valid practicing license from the Kenya Medical Laboratory and Technicians and TechnologistBoard[KMLTTB];(iv)Certificate in computer application skills from a recognized institution.(v) Satisfy the requirements of chapter six of the constitution.,https://www.fuzu.com/assets/industries-icons/black-pngs/governmental.svg.png,24,kes,kes,Medical Laboratory Officer,199,2020,8,16,12,539,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2020-08-16,"(i) Bachelors Degree in any of the following disciplines: Foods, Nutrition and Dietetics,Dietetics/ Clinical Nutrition and Food Science and Nutrition or Home Economics from arecognized institution;(ii) Registration by the Council of the Institute of Nutritionists and Dieticians (CIND); and(iii) Certificate in computer application skills from a recognized institution.(iv) Satisfy the requirements of chapter six of the constitution.",https://www.fuzu.com/assets/industries-icons/black-pngs/governmental.svg.png,24,kes,kes,Nutrition and Dietetics Officer,200,2020,8,16,12,434,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-16,(i) Bachelors degree in Health Records and Information Management from a recognizedinstitution;(ii) Certificate in computer application skills from a recognized institution; and(iii)Satisfy the requirements of chapter six of the constitution.,https://www.fuzu.com/assets/industries-icons/black-pngs/governmental.svg.png,24,kes,kes,Health Records and Information Management Officer,201,2020,8,16,12,242,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-08-16,"(v) Bachelor's Degree in Counselling or a Bachelors Degree in any of the SocialSciences with a Post-Graduate Diploma in Counselling from a recognizedinstitution; and,(vi) Registration with the Kenya Counselling Association (KCA).(vii) Certificate in Computer Application Skills from a recognized institution.(viii) Satisfy the requirements of chapter six of the constitutio",https://www.fuzu.com/assets/industries-icons/black-pngs/governmental.svg.png,24,kes,kes,Counsellor (1),202,2020,8,16,12,373,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
